link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/pizza-with-roasted-garlic-bell-peppers-and-two-cheeses-1666,"Pizza with Roasted Garlic, Bell Peppers and Two Cheeses ","1 large head garlic, unpeeled $ 2 tablespoons olive oil $ 1 large red onion, cut into 1/2-inch-thick rings $ atoes1/3 cup oil-packed sun-dried tom, drained, oil reserved $ 1 prepared pizza crust (such as Boboli thin crust) $ 2 cups grated mozzarella cheese (about 6 ounces) $ 1/2 cup roasted red bell peppers from jar, cut into 1/2-inch-thick strips $ 2/3 cup (about 2 1/2 ounces) crumbled feta cheese $ 4 tablespoons chopped fresh basil or 1 tablespoon dried $ 2 tablespoons chopped fresh parsley $ ",Garlic $ Pepper $ Bake $ Vegetarian $ Kid-Friendly $ Feta $ Mozzarella $ Bon Appétit $ California $ ,Californian $ ,3.5/4,42,Garlic $ Pepper $ Bake $ Vegetarian $ Kid-Friendly $ Feta $ Mozzarella $ Bon Appétit $ California $ Californian $ 
https://www.epicurious.com/recipes/food/views/cornmeal-pancakes-with-blueberries-1655,Cornmeal Pancakes with Blueberries ,"1 1/4 cups cornmeal $ 1/2 cup whole grain pastry flour $ 1/2 cup unbleached all purpose flour $ 1 teaspoon baking powder $ 1 teaspoon baking soda $ 1 teaspoon salt $ 2 cups buttermilk $ 3 tablespoons butter, melted $ 3 large eggs, separated $ 2 tablespoons honey $ 6 tablespoons (about) butter $ 2 cups (about) fresh blueberries, or frozen, unsweetened, thawed, drained $ Maple syrup $ ",Breakfast $ Brunch $ Kid-Friendly $ Blueberry $ Cornmeal $ Pan-Fry $ Bon Appétit $ Kidney Friendly $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ ,Californian $ ,3.5/4,25,Breakfast $ Brunch $ Kid-Friendly $ Blueberry $ Cornmeal $ Pan-Fry $ Bon Appétit $ Kidney Friendly $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Californian $ 
https://www.epicurious.com/recipes/food/views/arugula-chicory-salad-with-pine-nuts-and-goat-cheese-toasts-103543,Arugula-Chicory Salad with Pine Nuts and Goat-Cheese Toasts ,"1 teaspoon red-wine vinegar $ 1 teaspoon fresh lemon juice $ 1/2 teaspoon Dijon mustard $ 3 tablespoons olive oil $ 1/2 pound arugula, tough stems discarded $ 1/2 head chicory (white and pale-green parts only), torn into pieces (2 cups) $ 1/4 cup pine nuts, toasted $ 3/4 cup cherry tomatoes, halved $ 6 ounces soft mild goat cheese $ 8 (1/3-inch-thick) diagonal baguette slices $ ",Salad $ Cheese $ Leafy Green $ Nut $ Tomato $ Appetizer $ Picnic $ Goat Cheese $ Pine Nut $ Arugula $ Summer $ Gourmet $ Sugar Conscious $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,American $ Californian $ ,3.5/4,3,Salad $ Cheese $ Leafy Green $ Nut $ Tomato $ Appetizer $ Picnic $ Goat Cheese $ Pine Nut $ Arugula $ Summer $ Gourmet $ Sugar Conscious $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ American $ Californian $ 
https://www.epicurious.com/recipes/food/views/-california-roll-salad-12246,"""California Roll"" Salad ","1 1/2 cups long-grain rice $ 1/4 cup plus 3 tablespoons rice vinegar* (not seasoned) $ 1/4 cup sugar $ 1 1/2 teaspoons salt $ 1 tablespoon sesame seeds (preferably unhulled*) $ 3 tablespoons vegetable oil $ 2 tablespoons finely chopped pickled ginger* $ 4 scallions, cut lengthwise into thin 1-inch strips (about 3/4 cup) $ 1/2 cup finely shredded carrot $ 1 large seedless cucumber (about 1 pound), quartered lengthwise,  cored, and $ 2 sheets nori (paper-thin sheets of dried seaweed)* $ 1 avocado (preferably California) $ 1/4 pound surimi (mock crab legs) if desired, sliced thin $ 2 teaspoons wasabi (Japanese green horseradish) powder* $ 1 tablespoon hot water $ 2 tablespoons cold water $ 2 tablespoons soy sauce $ 2 teaspoons ginger juice (squeezed from freshly grated gingerroot) $ *available at Asian markets, natural foods stores, and some supermarkets $ ",Salad $ Ginger $ Rice $ Vegetable $ Side $ Vegetarian $ Horseradish $ Carrot $ Summer $ Gourmet $ ,American $ Asian $ Japanese $ Californian $ ,3.5/4,83,Salad $ Ginger $ Rice $ Vegetable $ Side $ Vegetarian $ Horseradish $ Carrot $ Summer $ Gourmet $ American $ Asian $ Japanese $ Californian $ 
https://www.epicurious.com/recipes/food/views/southern-california-crepes-11760,Southern California Crepes ,"1 1/4 cups sour cream $ 2/3 cup mayonnaise $ 3 tablespoons fresh lime juice $ 1 to 2 drained bottled pickled jalapeño chilies, or to taste, seeded and minced (wear rubber gloves) $ 4 2/3 cups chopped cooked chicken $ 4 plum tomatoes, seeded and chopped $ 2 cups chopped scallion $ 1/4 cup chopped coriander $ 3/4 cup all-purpose flour $ 1/3 cup yellow cornmeal $ 1/2 teaspoon salt $ 4 teaspoons chili powder $ 3/4 cup plus 2 teaspoons chicken broth $ 3 large eggs $ 1 tablespoon unsalted butter, melted and cooled $ melted butter for brushing the crêpes $ sour cream, avocado slices, coriander sprigs, and lime slices for garnish $ ",Blender $ Food Processor $ Chicken $ Bake $ Super Bowl $ Cornmeal $ Family Reunion $ Pan-Fry $ Jalapeño $ Sour Cream $ Cilantro $ Gourmet $ ,Californian $ ,3.5/4,16,Blender $ Food Processor $ Chicken $ Bake $ Super Bowl $ Cornmeal $ Family Reunion $ Pan-Fry $ Jalapeño $ Sour Cream $ Cilantro $ Gourmet $ Californian $ 
https://www.epicurious.com/recipes/food/views/california-gingered-fruit-salsa-sundaes-10160,California Gingered Fruit Salsa Sundaes ,"1/2 cup raspberries $ 2 tablespoons sugar $ 3 to 4 tablespoons minced crystallized ginger, or to taste $ 1 small firm-ripe mango, diced fine (about 2/3 cup) $ 6 large strawberries, diced fine $ 1/2 cup finely diced fresh pineapple $ 1/2 teaspoon balsamic vinegar $ 1 pint super-premium vanilla frozen yogurt $ ",Dairy $ Ginger $ Dessert $ No-Cook $ Kid-Friendly $ Quick & Easy $ Low Sodium $ Frozen Dessert $ Raspberry $ Strawberry $ Mango $ Pineapple $ Gourmet $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,Californian $ ,4/4,6,Dairy $ Ginger $ Dessert $ No-Cook $ Kid-Friendly $ Quick & Easy $ Low Sodium $ Frozen Dessert $ Raspberry $ Strawberry $ Mango $ Pineapple $ Gourmet $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ Californian $ 
https://www.epicurious.com/recipes/food/views/pink-california-sunshine-102769,Pink California Sunshine ,4 ounces chilled pink champagne $ 4 ounces chilled orange juice $ Dash crème de cassis $ ,Champagne $ Fruit Juice $ Liqueur $ Cocktail $ House & Garden $ Drink $ ,Californian $ ,0/4,0,Champagne $ Fruit Juice $ Liqueur $ Cocktail $ House & Garden $ Drink $ Californian $ 
https://www.epicurious.com/recipes/food/views/northern-california-oyster-stuffing-5011,Northern California Oyster Stuffing ,"1 1-pound loaf unsliced sourdough bread, cut into 1-inch cubes (about 16 cups) $ 3/4 10-ounce package ready-to-use fresh spinach, stems removed, leaves coarsely chopped (about 8 generous cups) $ 2 tablespoons (1/4 stick) butter $ 1/2 cup minced shallots (about 4) $ 3 celery stalks, finely chopped $ 4 garlic cloves, minced $ 2 8-ounce jars fresh oysters, drained, coarsely chopped $ 2 tablespoons chopped fresh tarragon or 2 teaspoons dried $ 3 eggs, beaten to blend $ 1 1/2 cups (about) canned low-salt chicken broth $ ",Leafy Green $ Shellfish $ Side $ Bake $ Christmas $ Thanksgiving $ Stuffing/Dressing $ Oyster $ Spinach $ Fall $ Bon Appétit $ Sugar Conscious $ Peanut Free $ Tree Nut Free $ Soy Free $ ,American $ Californian $ ,3/4,14,Leafy Green $ Shellfish $ Side $ Bake $ Christmas $ Thanksgiving $ Stuffing/Dressing $ Oyster $ Spinach $ Fall $ Bon Appétit $ Sugar Conscious $ Peanut Free $ Tree Nut Free $ Soy Free $ American $ Californian $ 
https://www.epicurious.com/recipes/food/views/spicy-dry-fried-beef,Spicy Dry-Fried Beef ,"12 ounces lean flank steak $ 3 tablespoons peanut or vegetable oil $ 2 cups julienned carrots $ 1 cup julienned celery $ 3 small dried red chilies, snipped on one end $ 2 tablespoons soy sauce $ 1 tablespoon minced ginger $ 1 teaspoon minced garlic $ 2 teaspoons sesame oil $ 2 scallions, finely shredded $ 1/2 teaspoon salt $ 1/8 teaspoon freshly ground pepper $ ",Dinner $ Beef $ Quick & Easy $ Soy Sauce $ Carrot $ Celery $ Sesame Oil $ Ginger $ ,Chinese $ Central Asian $ Asian $ ,2/4,1,Dinner $ Beef $ Quick & Easy $ Soy Sauce $ Carrot $ Celery $ Sesame Oil $ Ginger $ Chinese $ Central Asian $ Asian $ 
https://www.epicurious.com/recipes/food/views/chinese-five-spice-steak-with-oranges-and-sesame-broccolini,Chinese Five-Spice Steak with Oranges and Sesame Broccolini ,"3 small oranges (about 1 lb.) $ 1 1/2 tsp. Chinese five-spice powder $ 1 tsp. light brown sugar $ 2 1/4 tsp. kosher salt, divided $ 1 hanger steak (about 1 1/4 lb.), cut in half lengthwise, center gristle removed $ 2 Tbsp. vegetable oil $ 3 bunches broccolini (about 1 1/2 lb.), trimmed, halved lengthwise if large $ 2 Tbsp. toasted sesame oil $ 1/2 tsp. crushed red pepper flakes $ 1 tsp. toasted sesame seeds, plus more for serving $ 3 scallions, thinly sliced $ Flaky sea salt $ Steamed rice and hot sauce (for serving; optional) $ ",Orange $ Steak $ Sesame Oil $ Green Onion/Scallion $ Rice $ Dinner $ Wheat/Gluten-Free $ Winter $ Citrus $ Broccoli $ One-Pot Meal $ Dairy Free $ ,Chinese $ Asian $ ,3.5/4,2,Orange $ Steak $ Sesame Oil $ Green Onion/Scallion $ Rice $ Dinner $ Wheat/Gluten-Free $ Winter $ Citrus $ Broccoli $ One-Pot Meal $ Dairy Free $ Chinese $ Asian $ 
