link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/anise-almond-biscotti-102706,Anise-Almond Biscotti ,"3 1/4 cups all purpose flour $ 1 tablespoon baking powder $ 1/3 teaspoon salt $ 1 1/2 cups sugar $ 10 tablespoons (1 1/4 sticks) unsalted butter, melted $ 3 large eggs $ 1 tablespoon vanilla extract $ 2 teaspoons aniseed, ground $ 1 cup whole almonds, toasted, coarsely chopped $ 1 large egg white $ ",Cookies $ Egg $ Nut $ Dessert $ Bake $ Winter $ Bon Appétit $ Ohio $ ,Italian $ ,4/4,150,Cookies $ Egg $ Nut $ Dessert $ Bake $ Winter $ Bon Appétit $ Ohio $ Italian $ 
https://www.epicurious.com/recipes/food/views/linguine-with-red-peppers-green-onions-and-pine-nuts-102653,"Linguine with Red Peppers, Green Onions and Pine Nuts ","1 tablespoon olive oil $ 2 red bell peppers, cut into strips $ 6 green onions, cut into thin strips $ 2/3 cup whipping cream $ 1/2 cup dry white wine $ 1/4 cup grated Parmesan cheese $ 9 ounces fresh linguine $ 1/4 cup toasted pine nuts $ ",Nut $ Pasta $ Pepper $ Sauté $ Vegetarian $ Pine Nut $ Bell Pepper $ Noodle $ Bon Appétit $ ,Italian $ ,3/4,13,Nut $ Pasta $ Pepper $ Sauté $ Vegetarian $ Pine Nut $ Bell Pepper $ Noodle $ Bon Appétit $ Italian $ 
https://www.epicurious.com/recipes/food/views/yogurt-panna-cotta-with-cherry-and-peach-compote-105702,Yogurt Panna Cotta with Cherry and Peach Compote ,1/4 cup water $ 2 1/2 teaspoons unflavored gelatin $ 1 1/4 cups whipping cream $ 1/2 cup sugar $ 2 cups plain low-fat yogurt $ 1 teaspoon vanilla extract $ Cherry and Peach Compote $ ,Berry $ Dairy $ Dessert $ Yogurt $ Fall $ Bon Appétit $ Kidney Friendly $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ ,Italian $ ,3.5/4,8,Berry $ Dairy $ Dessert $ Yogurt $ Fall $ Bon Appétit $ Kidney Friendly $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Italian $ 
https://www.epicurious.com/recipes/food/views/tiramisu-parfaits-with-toasted-almonds-103026,Tiramisu Parfaits with Toasted Almonds ,"1/2 cup coffee liqueur $ 1/2 cup water $ 1/4 cup dark corn syrup $ 2 tablespoons instant espresso powder or coffee powder $ 2 tablespoons plus 3/4 cup powdered sugar $ 1 8-ounce package cream cheese, room temperature $ 1 1/2 cups chilled whipping cream $ 1 12-ounce purchased pound cake, cut crosswise into 12 slices $ Unsweetened cocoa powder $ 1/2 cup sliced almonds, toasted $ ",Coffee $ Cheese $ Dairy $ Nut $ Dessert $ No-Cook $ Quick & Easy $ Cream Cheese $ Almond $ Chill $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ ,Italian $ ,3.5/4,28,Coffee $ Cheese $ Dairy $ Nut $ Dessert $ No-Cook $ Quick & Easy $ Cream Cheese $ Almond $ Chill $ Bon Appétit $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ Kosher $ Italian $ 
https://www.epicurious.com/recipes/food/views/minestrone-with-borlotti-beans-and-parmesan-garlic-toasts-14126,Minestrone with Borlotti Beans and Parmesan Garlic Toasts ,"1 large onion, sliced thin $ 2 tablespoons olive oil $ 2 medium carrots, cut into 1/8-inch-thick slices $ 3 cups 1 1/2-inch flowerets of cauliflower (about 1/2 head) $ 3 small zucchini, halved lengthwise and cut crosswise into 1/8-inch-thick slices $ 3 cups cooked dried borlotti beans (cranberry beans) or Roman beans or rinsed and drained canned beans (about two 15-ounce cans) $ 3 cups beef broth $ 3 cups water $ a 14 1/2- to 16-ounce can chopped tomatoes including juice $ 3 ounces (about three 1/2-inch slices) Italian bread $ 1 large garlic clove, halved lengthwise $ 6 freshly grated Parmesan (about 1 ounce) $ ",Soup/Stew $ Bean $ Onion $ Tomato $ Low Fat $ Cauliflower $ Carrot $ Zucchini $ Winter $ Gourmet $ ,Italian $ ,3/4,11,Soup/Stew $ Bean $ Onion $ Tomato $ Low Fat $ Cauliflower $ Carrot $ Zucchini $ Winter $ Gourmet $ Italian $ 
https://www.epicurious.com/recipes/food/views/polenta-pudding-with-blackberry-compote-and-mascarpone-cream-15214,Polenta Pudding with Blackberry Compote and Mascarpone Cream ,"3 sticks (1 1/2 cups) unsalted butter, softened $ 5 cups confectioners' sugar $ 1 vanilla bean $ 4 large whole eggs $ 2 large egg yolks $ 2 cups bread flour $ 1 cup cornmeal $ 3 1/2 cups blackberries $ 1/2 cup granulated sugar, or to taste $ 1/4 cup grappa $ 1/2 cup mascarpone* cheese $ 1 cup heavy cream $ 3 tablespoons granulated sugar $ Garnish: 1/2 cup blackberries $ *available at specialty foods shops and some supermarkets $ ",Milk/Cream $ Egg $ Dessert $ Bake $ Blackberry $ Cornmeal $ Grappa $ Gourmet $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,Italian $ ,3.5/4,7,Milk/Cream $ Egg $ Dessert $ Bake $ Blackberry $ Cornmeal $ Grappa $ Gourmet $ Kidney Friendly $ Vegetarian $ Pescatarian $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ Italian $ 
https://www.epicurious.com/recipes/food/views/radicchio-risotto-1232,Radicchio Risotto ,"3 1/2 cups (about) canned vegetable broth $ 1 tablespoon olive oil $ 1/3 cup chopped shallots $ 1 large head radicchio, halved, thinly sliced $ 1 cup arborio rice or medium-grain white rice $ 1/2 cup dry red wine $ 1/3 cup freshly grated Parmesan cheese $ 2 tablespoons (1/4 stick) butter $ ",Cheese $ Rice $ Vegetable $ Appetizer $ Valentine's Day $ Red Wine $ Winter $ Bon Appétit $ ,Italian $ ,3.5/4,8,Cheese $ Rice $ Vegetable $ Appetizer $ Valentine's Day $ Red Wine $ Winter $ Bon Appétit $ Italian $ 
https://www.epicurious.com/recipes/food/views/an-even-greater-caesar-salad-1244,An Even Greater Caesar Salad ,"7 garlic cloves $ 3/4 cup mayonnaise $ 4 canned rolled anchovy fillets with capers, drained $ 2 tablespoons plus 1/3 cup freshly grated Parmesan cheese $ 1 tablespoon fresh lemon juice $ 1 teaspoon Worcestershire sauce $ 1 teaspoon Dijon mustard $ 1/4 cup olive oil $ 4 cups 3/4-inch bread cubes (made from day-old bread, crusts trimmed) $ 1 large head romaine lettuce, cut into bite-size pieces $ ",Salad $ Leafy Green $ Winter $ Bon Appétit $ ,Italian $ ,3.5/4,218,Salad $ Leafy Green $ Winter $ Bon Appétit $ Italian $ 
https://www.epicurious.com/recipes/food/views/fusilli-allamatriciana-2053,Fusilli All'amatriciana ,"3 tablespoons olive oil $ 6 bacon slices (about 5 ounces), finely chopped $ 1 large onion, chopped $ 1/3 cup dry white wine $ 1 28-ounce can peeled Italian plum tomatoes, chopped, juices reserved $ 2 teaspoons dried basil, crumbled $ Cayenne pepper $ 8 ounces fusilli or penne pasta, freshly cooked $ Grated Parmesan $ ",Onion $ Pasta $ Tomato $ Quick & Easy $ Bacon $ Bon Appétit $ Miami $ Florida $ ,Italian $ ,3/4,20,Onion $ Pasta $ Tomato $ Quick & Easy $ Bacon $ Bon Appétit $ Miami $ Florida $ Italian $ 
https://www.epicurious.com/recipes/food/views/grilled-tuscan-pork-rib-roast-with-rosemary-coating-and-red-pepper-relish-105301,Grilled Tuscan Pork Rib Roast with Rosemary Coating and Red Pepper Relish ,"1 1/2 pounds red bell peppers (about 3 large) $ 2 tablespoons drained capers $ 1 tablespoon olive oil $ 4 anchovies, drained, chopped $ 2 teaspoons grated orange peel $ 2 teaspoons balsamic vinegar $ 1/4 teaspoon dried crushed red pepper $ 1/2 cup fresh rosemary leaves (from about 2 large bunches) $ 1/3 cup olive oil $ 6 large garlic cloves $ Peel from 1 orange (orange part only, removed in strips with vegetable peeler) $ 1 teaspoon salt $ 1/2 teaspoon ground black pepper $ 1 31/2-pound center-cut pork rib roast (6 or 7 rib bones), trimmed of excess fat $ 30 charcoal briquettes $ ",Pork $ Rosemary $ Bell Pepper $ Summer $ Grill/Barbecue $ Bon Appétit $ ,Italian $ ,3/4,21,Pork $ Rosemary $ Bell Pepper $ Summer $ Grill/Barbecue $ Bon Appétit $ Italian $ 
