link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/curried-yellow-split-pea-soup-with-spiced-coconut,Curried Yellow Split Pea Soup with Spiced Coconut ,"2 tablespoons coconut, olive, or vegetable oil $ 1 medium red onion, chopped $ 4 large carrots, scrubbed, chopped $ Kosher salt $ 1 teaspoon fennel seeds $ 2 teaspoons Madras curry powder $ 1 teaspoon mustard seeds $ 12 ounces yellow split peas $ 6 cups chicken stock, low-sodium chicken broth, or water $ 1/2 teaspoon coriander seeds $ 1/2 teaspoon fennel seeds $ 1/2 teaspoon mustard seeds $ 2 teaspoons coconut, olive, or vegetable oil $ 1/4 cup unsweetened coconut flakes $ Kosher salt $ Cilantro leaves (for serving) $ ",Bon Appétit $ Dinner $ Soup/Stew $ Pea $ Coconut $ Seed $ Healthy $ Wheat/Gluten-Free $ Vegetarian $ Vegan $ ,Indian $ ,3/4,8,Bon Appétit $ Dinner $ Soup/Stew $ Pea $ Coconut $ Seed $ Healthy $ Wheat/Gluten-Free $ Vegetarian $ Vegan $ Indian $ 
https://www.epicurious.com/recipes/food/views/cabbage-stir-fry-with-coconut-and-lemon,Cabbage Stir-Fry With Coconut and Lemon ,"1/4 cup unsweetened grated coconut (fresh, frozen, or dried) $ 2 tablespoons mild-flavored oil, such as canola $ 1 teaspoon yellow or black mustard seeds $ 2 teaspoons chana dal (the split kernel of a variety of chickpea) and/or urad dal (black gram beans), or 2 teaspoons lightly crushed yellow split peas $ 1–2 dried red chiles, broken in half $ 1 small head of cabbage (about 1 1/2 pounds), trimmed, cored, finely chopped (about 8 cups) $ 3/4 teaspoon (or more) kosher salt $ 1/4 teaspoon ground turmeric $ 2 tablespoons chopped cilantro leaves $ 1 tablespoon (or more) fresh lemon juice $ ",Cabbage $ Side $ Coconut $ Lentil $ Hot Pepper $ Chile Pepper $ Mustard $ Lemon $ ,Indian $ South Asian $ ,3.5/4,14,Cabbage $ Side $ Coconut $ Lentil $ Hot Pepper $ Chile Pepper $ Mustard $ Lemon $ Indian $ South Asian $ 
https://www.epicurious.com/recipes/food/views/lamb-fry,Lamb-Fry ,"2 cups (360g) thinly sliced onion $ 3 tablespoons vegetable oil $ 1 teaspoon minced garlic $ 1 teaspoon minced ginger $ 1 teaspoon minced green chile (serrano, Thai, or jalapeño) $ 3 teaspoons ground coriander $ 1/2 teaspoon ground cumin $ 1/4 teaspoon ground red pepper (cayenne) $ 1/2 teaspoon ground black pepper $ 1/16 teaspoon ground turmeric $ 1/16 teaspoon ground cinnamon $ 1/16 teaspoon ground cloves $ 2 tablespoons water $ 2 pounds (900g) cubed leg of lamb trimmed of fat (about 4 cups (3/4-inch) cubes) $ 1 teaspoon salt $ 1/2 teaspoon fresh lemon juice $ ",Quick & Easy $ Lamb $ Spice $ Curry $ Coriander $ Hot Pepper $ Onion $ Dinner $ ,Indian $ ,3.5/4,18,Quick & Easy $ Lamb $ Spice $ Curry $ Coriander $ Hot Pepper $ Onion $ Dinner $ Indian $ 
https://www.epicurious.com/recipes/food/views/stir-fried-green-beans-with-coconut,Stir-Fried Green Beans with Coconut ,"3 tablespoons canola oil $ 2 teaspoons yellow split peas $ 1 tablespoon black mustard seeds (optional) $ 1 teaspoon hulled black gram beans (urad dal; optional) $ 3 whole dried red chiles $ 8 fresh or 12 frozen curry leaves, torn into pieces (optional) $ 1 teaspoon cumin seeds $ 1/8 teaspoon asafoetida powder (optional) $ 1/2 cup unsweetened shredded coconut $ 3/4 pound green beans, both ends trimmed, beans cut on an angle into 1-inch pieces $ 1 teaspoon salt, or to taste $ 1/2 teaspoon saambhar powder or rasam powder (optional) $ 1 cup water $ ",Dinner $ Side $ Vegetarian $ Vegan $ Wheat/Gluten-Free $ Green Bean $ Pea $ Coconut $ Chile Pepper $ Hot Pepper $ ,Indian $ ,3/4,1,Dinner $ Side $ Vegetarian $ Vegan $ Wheat/Gluten-Free $ Green Bean $ Pea $ Coconut $ Chile Pepper $ Hot Pepper $ Indian $ 
https://www.epicurious.com/recipes/food/views/chicken-coconut-curry-in-a-hurry,Coconut Chicken Curry in a Hurry ,"2 pounds boneless, skinless chicken breasts or thighs (about 4 breasts or 7 thighs), cut into 1"" cubes $ 2 1/2 teaspoons mild curry powder $ 1 1/2 teaspoons kosher salt $ 1/2 teaspoon freshly ground black pepper $ 2 tablespoons virgin coconut or vegetable oil (plus 2 teaspoons; optional) $ 1/2 medium onion, chopped $ 1 (14-ounce) can coconut milk (preferably full-fat) $ 1 (2 1/2"") piece ginger, peeled $ 4 garlic cloves, peeled $ 1/4 cup raw cashews, chopped (optional) $ 1 1/2 teaspoons yellow and/or black mustard seeds (optional) $ 5 ounces baby spinach $ Cilantro leaves with tender stems and cooked rice or naan (Indian flatbread; for serving) $ ",22-Minute Meals $ Curry $ Dinner $ Quick & Easy $ Chicken $ Coconut $ Ginger $ Cashew $ Spinach $ Garlic $ Takeout at Home $ ,Indian $ ,3.5/4,62,22-Minute Meals $ Curry $ Dinner $ Quick & Easy $ Chicken $ Coconut $ Ginger $ Cashew $ Spinach $ Garlic $ Takeout at Home $ Indian $ 
https://www.epicurious.com/recipes/food/views/shrimp-poached-in-coconut-milk-with-fresh-herbs-yerra-moolee,Shrimp Poached in Coconut Milk with Fresh Herbs (Yerra Moolee) ,"2 pounds shrimp, preferably large to medium (about 28–32 shrimp per pound) $ 7 tablespoons light vegetable oil $ 2 cups finely chopped onions $ 2 teaspoons minced garlic $ 1 1/2 tablespoons ground or crushed fresh ginger root $ 2 green chilies, or more, to taste, seeded and minced $ 1/4 teaspoon turmeric $ 2 tablespoons ground coriander $ 3 cups coconut milk $ 1 1/2 teaspoons Kosher salt $ 2 tablespoons minced fresh cilantro (or substitute 1 tablespoon dry cilantro leaves) $ ",Quick & Easy $ Shrimp $ Curry $ Coconut $ Coriander $ Cilantro $ Dinner $ Onion $ Ginger $ Chile Pepper $ ,Indian $ South Asian $ ,3/4,35,Quick & Easy $ Shrimp $ Curry $ Coconut $ Coriander $ Cilantro $ Dinner $ Onion $ Ginger $ Chile Pepper $ Indian $ South Asian $ 
https://www.epicurious.com/recipes/food/views/cumin-scented-potatoes-with-tomatoes-ghurma-aloo,Cumin-Scented Potatoes With Tomatoes (Ghurma Aloo) ,"1 1/2 pounds russet or Yukon Gold potatoes, peeled, cut into 1/2-inch cubes, and submerged in a bowl of cold water to prevent browning $ 2 tablespoons canola oil $ 1 tablespoon cumin seeds $ 1 small red onion, cut in half lengthwise and then into 1/2-inch cubes $ 1 teaspoon ground turmeric $ 2 teaspoons coarse kosher or sea salt $ 1 teaspoon cayenne (ground red pepper) $ 1 medium-size tomato, cored and cut into 1-inch cubes $ 2 tablespoons finely chopped fresh cilantro leaves and tender stems $ ",Dinner $ Side $ Potato $ Curry $ Tomato $ Cumin $ Cilantro $ Quick & Easy $ Wheat/Gluten-Free $ ,Indian $ ,4/4,16,Dinner $ Side $ Potato $ Curry $ Tomato $ Cumin $ Cilantro $ Quick & Easy $ Wheat/Gluten-Free $ Indian $ 
https://www.epicurious.com/recipes/food/views/paneer-and-broccoli-masala,Paneer and Broccoli Masala ,"2 tbsp vegetable oil, plus extra if needed $ 1 pack paneer, around 8 oz, cut into large bite-size pieces $ 20 fresh curry leaves (optional) $ 2 tsp black mustard seeds $ 1 tsp cumin seeds $ 1 tsp ground turmeric $ 1 onion, finely diced $ 2 garlic cloves, finely chopped $ 1 tbsp peeled and finely chopped fresh ginger $ 2 fresh red chiles, 1 finely sliced, 1 slit down the middle but left whole $ 2 tbsp tomato paste $ 1 tbsp garam masala $ 2 tsp ground coriander $ 1 3/4 cups coconut milk $ 4 oz (about 1 3/4 cups) broccoli florets $ 1 tbsp tamarind paste, or to taste $ Sea salt, to taste $ Sugar, to taste $ Small handful of cilantro, to garnish $ ",Vegetarian $ Wheat/Gluten-Free $ Dinner $ Cheese $ Broccoli $ Cumin $ Mustard $ Ginger $ Chile Pepper $ Coconut $ Tamarind $ Cilantro $ Curry $ ,Indian $ ,3/4,4,Vegetarian $ Wheat/Gluten-Free $ Dinner $ Cheese $ Broccoli $ Cumin $ Mustard $ Ginger $ Chile Pepper $ Coconut $ Tamarind $ Cilantro $ Curry $ Indian $ 
https://www.epicurious.com/recipes/food/views/creamy-wild-salmon-with-kale,Creamy Wild Salmon With Kale ,"1/2 teaspoon ground turmeric $ 1 1/2 pounds skinless, boneless wild salmon fillet in a single piece (such as Alaskan or Copper River) $ 1/4 cup cider vinegar $ 4 dried red cayenne chiles (like chile de árbol), stems discarded, ground (do not remove the seeds; see Extra Credit below) or 1 teaspoon ground red pepper (cayenne) $ 1 teaspoon coarse kosher or sea salt $ 1/4 teaspoon ground nutmeg $ 1 medium-size bunch fresh kale (about 8 ounces) $ 2 tablespoons canola oil $ 6 large cloves garlic, either thinly sliced or finely chopped $ 1 can (13.5 to 15 ounces) unsweetened coconut milk (see Extra Credit below) $ ",Dinner $ Salmon $ Kale $ Fish $ Seafood $ Garlic $ Coconut $ ,Indian $ South Asian $ ,4/4,4,Dinner $ Salmon $ Kale $ Fish $ Seafood $ Garlic $ Coconut $ Indian $ South Asian $ 
https://www.epicurious.com/recipes/food/views/pork-or-lamb-vindaloo,Pork or Lamb Vindaloo ,"1 1/2 tablespoons grainy mustard (preferably Pommery Moutarde de Meaux) $ 1 1/2 teaspoons ground cumin $ 1 1/2 teaspoons ground turmeric $ 1/2–1 teaspoon cayenne pepper $ 1 teaspoon salt $ 1 teaspoon red wine vinegar $ 3 tablespoons vegetable oil $ 1 small onion (about 4 ounces), peeled and cut into fine half rings $ 6 large cloves garlic, peeled and crushed to a pulp $ 1 1/4 pounds boned shoulder of pork or lamb, cut into 1-inch cubes $ 2/3 cup canned coconut milk, well stirred $ ",Mustard $ Pork $ Lamb $ Curry $ Coconut $ Cumin $ Garlic $ Hot Pepper $ Wheat/Gluten-Free $ Indiana $ ,Indian $ South Asian $ ,3.5/4,4,Mustard $ Pork $ Lamb $ Curry $ Coconut $ Cumin $ Garlic $ Hot Pepper $ Wheat/Gluten-Free $ Indiana $ Indian $ South Asian $ 
