link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/braised-trout-in-chilli-bean-sauce-em-dou-ban-yu-em-51147400,Braised Trout in Chilli Bean Sauce (Dou Ban Yu) ,"1 rainbow trout (about 3/4 lb/350g), scaled and cleaned, but with head and tail intact $ Salt $ 1 tbsp Shaoxing wine $ 1/2 cup (100ml) cooking oil, plus 2-3 tbsp more $ 2 1/2 tbsp Sichuan chilli bean paste $ 2 tsp finely chopped ginger $ 4 tsp finely chopped garlic $ 3/4 cup (200ml) chicken stock $ 1 tsp light soy sauce, to taste $ 2 tsp potato flour dissolved in 1 1/2 tbsp cold water $ 3-4 tbsp finely sliced spring onion greens $ 1 tsp sesame oil $ ",Wok $ Fish $ Marinate $ Dinner $ Lunar New Year $ Seafood $ Trout $ ,Asian $ Chinese $ Szechuan/Hunan $ ,3.5/4,4,Wok $ Fish $ Marinate $ Dinner $ Lunar New Year $ Seafood $ Trout $ Asian $ Chinese $ Szechuan/Hunan $ 
https://www.epicurious.com/recipes/food/views/to-form-water-caltrop-wontons-51147800,"To Form ""Water Caltrop"" Wontons ",,Lunar New Year $ ,Asian $ Chinese $ ,0/4,0,Lunar New Year $ Asian $ Chinese $ 
https://www.epicurious.com/recipes/food/views/shrimp-fried-rice-51149040,Shrimp Fried Rice ,"2 tablespoons vegetable oil, divided $ 12 ounces peeled deveined small shrimp, thawed if frozen $ Kosher salt $ 8 scallions, whites chopped, greens thinly sliced $ 2 garlic cloves, chopped $ 1 tablespoon finely chopped peeled ginger $ 3 cups cold cooked white rice $ 2 large eggs, beaten to blend $ 1/2 cup frozen edamame, thawed $ 1/2 cup frozen peas, thawed $ 3 tablespoons reduced-sodium soy sauce $ 2 tablespoons unseasoned rice vinegar $ 1 teaspoon toasted sesame oil $ ",Rice $ Stir-Fry $ Kid-Friendly $ Quick & Easy $ Dinner $ Shrimp $ Bon Appétit $ Sugar Conscious $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ No Sugar Added $ ,Asian $ ,3/4,19,Rice $ Stir-Fry $ Kid-Friendly $ Quick & Easy $ Dinner $ Shrimp $ Bon Appétit $ Sugar Conscious $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ No Sugar Added $ Asian $ 
https://www.epicurious.com/recipes/food/views/red-braised-pork-em-hong-shao-rou-em-51147410,Red-Braised Pork (Hong Shao Rou) ,"1 1/4 lb (500g) boneless pork belly, with skin, or shoulder $ 2 tbsp cooking oil $ 4 slices of unpeeled ginger $ 1 spring onion, white part only, crushed slightly $ 2 tbsp Shaoxing wine $ 2 cups plus 2 tbsp (500ml) chicken stock or water, plus more if needed $ 1 star anise $ Small piece of cassia bark or cinnamon stick $ Dash of dark soy sauce $ 2 tbsp sugar $ Salt, to taste $ A few lengths of spring onion greens, to garnish $ ",Wok $ Pork $ Braise $ Stir-Fry $ Dinner $ Lunar New Year $ Meat $ ,Asian $ Chinese $ ,3/4,8,Wok $ Pork $ Braise $ Stir-Fry $ Dinner $ Lunar New Year $ Meat $ Asian $ Chinese $ 
https://www.epicurious.com/recipes/food/views/brussels-sprouts-and-steak-stir-fry-51148620,Brussels Sprouts and Steak Stir-Fry ,"3 tablespoons oyster sauce $ 3 tablespoons reduced-sodium soy sauce $ 2 tablespoons unseasoned rice vinegar $ 4 tablespoons vegetable oil, divided $ 1 pound brussels sprouts, halved $ 8 ounces flank or skirt steak, thinly sliced against the grain $ Kosher salt $ 4 scallions, whites chopped, greens sliced $ 3 garlic cloves, sliced $ 2 tablespoons chopped peeled ginger $ 2 medium carrots, peeled, thinly sliced on a diagonal $ 1 Fresno chile or jalapeño, sliced into rings $ Steamed rice (for serving) $ ",Stir-Fry $ Quick & Easy $ Low Cal $ High Fiber $ Dinner $ Steak $ Winter $ Healthy $ Low Cholesterol $ Brussels Sprout $ Bon Appétit $ Quick and Healthy $ Dairy Free $ Peanut Free $ Tree Nut Free $ No Sugar Added $ ,Asian $ ,4/4,44,Stir-Fry $ Quick & Easy $ Low Cal $ High Fiber $ Dinner $ Steak $ Winter $ Healthy $ Low Cholesterol $ Brussels Sprout $ Bon Appétit $ Quick and Healthy $ Dairy Free $ Peanut Free $ Tree Nut Free $ No Sugar Added $ Asian $ 
https://www.epicurious.com/recipes/food/views/scallion-slaw-51140520,Scallion Slaw ,2 bunches scallions $ 1 tablespoon distilled white vinegar $ 1 tablespoon toasted sesame oil $ kosher salt $ freshly ground black pepper $ gochugaru (coarse Korean red pepper powder) $ ,Side $ No-Cook $ Vegetarian $ Quick & Easy $ Low Cal $ Low Sodium $ Healthy $ Low Cholesterol $ Vegan $ Green Onion/Scallion $ Sesame Oil $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,Asian $ Korean $ ,3/4,1,Side $ No-Cook $ Vegetarian $ Quick & Easy $ Low Cal $ Low Sodium $ Healthy $ Low Cholesterol $ Vegan $ Green Onion/Scallion $ Sesame Oil $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Pescatarian $ Paleo $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ Asian $ Korean $ 
https://www.epicurious.com/recipes/food/views/garlicky-spinach-51140490,Garlicky Spinach ,2 10-ounce bags fresh spinach (not baby) $ 2 tablespoons toasted sesame oil $ 2 chopped garlic cloves $ 2 tablespoons reduced-sodium soy sauce $ 1 teaspoon distilled white vinegar $ kosher salt $ freshly ground black pepper $ ,Garlic $ Side $ Sauté $ Vegetarian $ Quick & Easy $ Low Cal $ Spinach $ Healthy $ Low Cholesterol $ Vegan $ Sesame Oil $ Bon Appétit $ Sugar Conscious $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ No Sugar Added $ Kosher $ ,Asian $ Korean $ ,2.5/4,11,Garlic $ Side $ Sauté $ Vegetarian $ Quick & Easy $ Low Cal $ Spinach $ Healthy $ Low Cholesterol $ Vegan $ Sesame Oil $ Bon Appétit $ Sugar Conscious $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ No Sugar Added $ Kosher $ Asian $ Korean $ 
https://www.epicurious.com/recipes/food/views/soy-glazed-shiitake-mushrooms-51140500,Soy-Glazed Shiitake Mushrooms ,3 cups dried shiitake mushrooms (about 3 ounces) $ 1/3 cup reduced-sodium soy sauce $ 1 tablespoon raw or brown sugar $ 1/2 teaspoon toasted sesame seeds $ freshly ground black pepper $ ,Mushroom $ Side $ Vegetarian $ Quick & Easy $ Low Cal $ Healthy $ Low Cholesterol $ Vegan $ Soy Sauce $ Sesame Oil $ Bon Appétit $ Fat Free $ Kidney Friendly $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Kosher $ ,Asian $ Korean $ ,3.5/4,3,Mushroom $ Side $ Vegetarian $ Quick & Easy $ Low Cal $ Healthy $ Low Cholesterol $ Vegan $ Soy Sauce $ Sesame Oil $ Bon Appétit $ Fat Free $ Kidney Friendly $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Kosher $ Asian $ Korean $ 
https://www.epicurious.com/recipes/food/views/gochujang-date-sauce-51140810,Gochujang-Date Sauce ,5 pitted Medjool dates $ 1 cup gochujang (Korean hot pepper paste) $ 2 tablespoons toasted sesame oil $ ,Sauce $ Vegetarian $ Quick & Easy $ Low Cal $ Date $ Low Cholesterol $ Vegan $ Sesame Oil $ Bon Appétit $ ,Asian $ Korean $ ,4/4,2,Sauce $ Vegetarian $ Quick & Easy $ Low Cal $ Date $ Low Cholesterol $ Vegan $ Sesame Oil $ Bon Appétit $ Asian $ Korean $ 
https://www.epicurious.com/recipes/food/views/bibimbap-at-home-51140460,Bibimbap at Home ,"1/2 cup reduced-sodium soy sauce $ 1/3 cup finely grated Asian pear with juices $ 2 scallions, thinly sliced $ 2 garlic cloves, minced $ 1 tablespoon raw or brown sugar $ 2 teaspoons grated peeled ginger $ 1 pound thinly sliced (1/8"") boneless beef rib-eye steak or short ribs $ 3 tablespoons toasted sesame oil, divided $ 8 cups steamed sushi rice or mixed grain rice (from 2 1/2 cups dry rice) $ Bibimbap Mix-Ins (Sesame Pepper Bean Sprouts , Sesame Carrots , Garlicky Spinach , Soy-Glazed Shiitake Mushrooms , Sautéed Zucchini , Scallion Slaw , Wakame , and Gochujang-Date Sauce ) $ 8 fried eggs $ Kimchi $ ",Beef $ Egg $ Rice $ Dinner $ Soy Sauce $ Bon Appétit $ Sugar Conscious $ Dairy Free $ Peanut Free $ Tree Nut Free $ Kosher $ ,Asian $ Korean $ ,4/4,22,Beef $ Egg $ Rice $ Dinner $ Soy Sauce $ Bon Appétit $ Sugar Conscious $ Dairy Free $ Peanut Free $ Tree Nut Free $ Kosher $ Asian $ Korean $ 
