link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/couscous-vegetable-salad-331,Couscous Vegetable Salad ,1/2 cup couscous (3 ounces) $ 3/4 cup boiling water $ 1/2 cup 1/4-inch pieces zucchini $ 1/2 cup 1/4-inch pieces red bell pepper $ 1/4 cup finely chopped red onion $ 3/4 teaspoon ground cumin $ 1/4 cup purchased olive oil vinaigrette $ ,Salad $ Vegetable $ Side $ Vegetarian $ Quick & Easy $ Lunch $ Bell Pepper $ Zucchini $ Summer $ Healthy $ Vegan $ Couscous $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,Mediterranean $ Middle Eastern $ ,3.5/4,8,Salad $ Vegetable $ Side $ Vegetarian $ Quick & Easy $ Lunch $ Bell Pepper $ Zucchini $ Summer $ Healthy $ Vegan $ Couscous $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ Mediterranean $ Middle Eastern $ 
https://www.epicurious.com/recipes/food/views/orzo-with-feta-green-beans-and-tomatoes-15202,"Orzo with Feta, Green Beans, and Tomatoes ",10 ounces haricots verts(thin French green beans) or green beans $ 1 cup orzo (rice-shaped pasta) $ 1 medium onion $ 2 garlic cloves $ 3 medium vine-ripened tomatoes $ 2 tablespoons olive oil $ 1 tablespoon white-wine vinegar $ 1 tablespoon chopped fresh flat-leafed parsley leaves $ 1 cup crumbled feta $ ,Bean $ Pasta $ Tomato $ Side $ Vegetarian $ Feta $ Summer $ Gourmet $ ,Mediterranean $ ,3/4,36,Bean $ Pasta $ Tomato $ Side $ Vegetarian $ Feta $ Summer $ Gourmet $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/couscous-stuffed-tomatoes-with-currants-and-herbs-12756,Couscous-Stuffed Tomatoes with Currants and Herbs ,four 1/2-pound tomatoes $ 1/4 cups dried currants $ about 1 2/3 cups chicken broth $ 3 tablespoons olive oil $ 1 cup couscous $ 1/3 cup finely chopped scallion $ 3 tablespoons minced fresh dill $ 3 tablespoons minced fresh mint leaves $ 1 to 2 tablespoons fresh lemon juice $ ,Tomato $ Side $ Bake $ Currant $ Mint $ Summer $ Couscous $ Dill $ Gourmet $ ,Mediterranean $ ,3/4,8,Tomato $ Side $ Bake $ Currant $ Mint $ Summer $ Couscous $ Dill $ Gourmet $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/rigatoni-with-shrimp-in-tomato-and-feta-sauce-11773,Rigatoni with Shrimp in Tomato and Feta Sauce ,"1/2 cup finely chopped onion $ 1 garlic clove, minced $ 6 tablespoons olive oil $ 1/2 cup dry white wine $ three 14- to 16-ounce cans plum tomatoes including the juice,  chopped coarse $ 2 tablespoons finely chopped fresh parsley leaves (preferably  flat-leafed) $ 1/2 teaspoon dried basil, crumbled $ 1/2 teaspoon dried oregano, crumbled $ 3/4 teaspoon salt $ dried hot red pepper flakes to taste if desired $ 1 1/2 pounds medium shrimp (about 34), shelled, deveined if desired,  and rinsed $ 1 pound dried rigatoni or other tubular pasta $ 1/2 pound Feta, crumbled $ ",Cheese $ Pasta $ Shellfish $ Tomato $ Bake $ Feta $ Shrimp $ White Wine $ Gourmet $ ,Mediterranean $ ,3/4,36,Cheese $ Pasta $ Shellfish $ Tomato $ Bake $ Feta $ Shrimp $ White Wine $ Gourmet $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/chicken-with-carrots-prunes-and-rice-368,"Chicken with Carrots, Prunes and Rice ","1 3 3/4- to 4-pound chicken, cut into 6 pieces $ 3 tablespoons olive oil $ 1 large onion, chopped $ 1 pound large carrots, coarsely grated $ 2 cups long-grain white rice $ 12 ounces pitted prunes $ Paprika $ 6 cups boiling chicken stock or canned low-salt broth $ ",Chicken $ Poultry $ Rice $ Bake $ High Fiber $ Wheat/Gluten-Free $ Prune $ Carrot $ Bon Appétit $ ,Mediterranean $ ,2.5/4,7,Chicken $ Poultry $ Rice $ Bake $ High Fiber $ Wheat/Gluten-Free $ Prune $ Carrot $ Bon Appétit $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/tarama-croquettes-106458,Tarama Croquettes ,"2 small russet potatoes, peeled, cut into 1-inch pieces $ 4 cups 1-inch cubes day-old crustless French bread (about 12 ounces) $ 6 green onions, coarsely chopped $ 1/2 cup plus 2 tablespoons whole milk $ 1/3 cup tarama* (pale orange carp roe; about 4 ounces) $ 1 large egg $ 2 large egg whites $ 3 cups fresh breadcrumbs made from crustless French bread $ Olive oil (for frying) $ Safflower oil (for frying) $ Lemon wedges $ ",Fish $ Appetizer $ Fry $ Spring $ Bon Appétit $ ,Greek $ Mediterranean $ ,0/4,0,Fish $ Appetizer $ Fry $ Spring $ Bon Appétit $ Greek $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/fusilli-with-eggplant-pine-nuts-currants-and-capers-106472,"Fusilli with Eggplant, Pine Nuts, Currants, and Capers ","2 16-ounce eggplants, cut crosswise into 1/2-inch-thick slices $ 2 tablespoons olive oil $ 1 medium onion, chopped $ 4 garlic cloves, minced $ 3/4 cup pine nuts, toasted $ 3/4 cup dried currants $ 1/2 cup drained capers $ 2 14 1/4-ounce cans diced tomatoes in juice $ 1 pound fusilli pasta $ 1 cup freshly grated pecorino Romano cheese $ 1/2 cup chopped fresh basil $ ",Pasta $ Sauté $ Vegetarian $ Currant $ Pine Nut $ Eggplant $ Capers $ Bon Appétit $ ,Italian $ Mediterranean $ ,3.5/4,44,Pasta $ Sauté $ Vegetarian $ Currant $ Pine Nut $ Eggplant $ Capers $ Bon Appétit $ Italian $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/raisin-nut-spice-cookies-106495,Raisin-Nut Spice Cookies ,"Nonstick vegetable oil spray $ 1 cup powdered sugar $ 8 teaspoons (about) whole milk $ 1 cup whole almonds (about 5 ounces), toasted, cooled $ 1/2 cup walnut pieces (about 2 ounces), toasted, cooled $ 1 3/4 cups all purpose flour $ 3/4 cup (1 1/2 sticks) unsalted butter, cut into 1/2-inch pieces, room temperature $ 2/3 cup sugar $ 1 teaspoon finely grated lemon peel $ 1 teaspoon finely grated orange peel $ 1 teaspoon aniseed $ 3/4 teaspoon salt $ 1/2 teaspoon ground cinnamon $ 1/4 teaspoon ground cloves $ 1/4 teaspoon baking soda $ 2 large egg yolks $ 1 cup golden raisins $ ",Cookies $ Bake $ Raisin $ Almond $ Walnut $ Spice $ Bon Appétit $ ,Italian $ Mediterranean $ ,3.5/4,6,Cookies $ Bake $ Raisin $ Almond $ Walnut $ Spice $ Bon Appétit $ Italian $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/orzo-with-lamb-lima-beans-and-feta-484,"Orzo with Lamb, Lima Beans and Feta ","3 tablespoons olive oil $ 2 onions, chopped $ 3 large garlic cloves, chopped $ 2 1/4 pounds lamb stew meat, cut into 3/4-inch pieces $ 3/4 cup dry white wine $ 1 28-ounce can peeled tomatoes $ 1 14 1/2-ounce can peeled tomatoes $ 1 1/2 10-ounce packages frozen baby lima beans (about 3 cups), thawed $ 5 tablespoons chopped fresh marjoram or 5 teaspoons dried $ 1 1/2 pounds orzo (rice-shaped pasta; also called riso) $ 6 ounces feta cheese, crumbled $ ",Soup/Stew $ Herb $ Lamb $ Pasta $ Tomato $ Stew $ Feta $ Lima Bean $ Winter $ Bon Appétit $ ,Greek $ Mediterranean $ ,3/4,3,Soup/Stew $ Herb $ Lamb $ Pasta $ Tomato $ Stew $ Feta $ Lima Bean $ Winter $ Bon Appétit $ Greek $ Mediterranean $ 
https://www.epicurious.com/recipes/food/views/lima-bean-paella-372,Lima Bean Paella ,"2 tablespoons olive oil (preferably extra-virgin) $ 2 1/2 cups chopped red onions (about 2 medium) $ 1 ounce finely chopped smoked ham (scant 1/4 cup) $ 4 tablespoons chopped fresh thyme or 1 1/2 tablespoons dried $ 3 large bay leaves $ 8 ounces skinless boneless chicken thighs, fat trimmed, cut into 1-inch pieces $ 3 cups frozen baby lima beans (about 1 pound) $ 1 16-ounce can Italian-style tomatoes, cut into pieces, juices reserved $ 6 garlic cloves, minced $ ",Chicken $ Poultry $ Tomato $ Low Fat $ Wheat/Gluten-Free $ Lima Bean $ Bon Appétit $ ,Mediterranean $ Spanish/Portuguese $ ,3/4,5,Chicken $ Poultry $ Tomato $ Low Fat $ Wheat/Gluten-Free $ Lima Bean $ Bon Appétit $ Mediterranean $ Spanish/Portuguese $ 
