link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/frozen-cognac-parfait-and-spirited-fruit-compote-105088,Frozen Cognac Parfait and Spirited Fruit Compote ,"1 cup sugar $ 6 large egg yolks $ 1/4 cup light corn syrup $ 1/4 cup orange juice $ 2 cups chilled whipping cream $ 1/4 cup Cognac or brandy $ 1 1/2 teaspoons vanilla extract $ 2 oranges $ 2 cups quartered hulled strawberries (about 12 ounces) $ 1 cup blueberries $ 1 cup seedless grapes, halved $ 1/3 cup sugar $ 2 tablespoons Cognac or brandy $ 1 teaspoon grated orange peel $ 1/2 teaspoon ground allspice $ ",Fruit $ Dessert $ Frozen Dessert $ Blueberry $ Strawberry $ Orange $ Cognac/Armagnac $ Summer $ Grape $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,French $ ,3.5/4,5,Fruit $ Dessert $ Frozen Dessert $ Blueberry $ Strawberry $ Orange $ Cognac/Armagnac $ Summer $ Grape $ Bon Appétit $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ French $ 
https://www.epicurious.com/recipes/food/views/ashkenazic-layered-pastry-fluden-104022,Ashkenazic Layered Pastry (Fluden) ,"4 cups bleached all-purpose flour $ 2 teaspoons double-acting baking powder $ 3/4 teaspoon salt $ 1/3 cup sugar $ 1 1/2 cups vegetable shortening, or 1 cup shortening and 1/2 cup chilled butter or margarine $ 4 large egg yolks, or 2 large egg yolks and 1 large egg $ 1/2 cup water, or 1/4 cup water and 1/4 cup milk or sweet white wine $ 2 tablespoons white wine vinegar or mild cider vinegar $ 1 cup (4 ounces) chopped almonds, hazelnuts, pecans, or walnuts $ 1/2 cup sugar $ 2 cups (24 ounces) apricot preserves, strawberry jam, orange marmalade, or Prune Lekvar $ 1 to 1 1/2 cups (4 to 6 ounces) grated fresh or unsweetened desiccated coconut (optional) $ 1 cup dried currants or raisins (optional) $ ",Nut $ Dessert $ Bake $ Sukkot $ Rosh Hashanah/Yom Kippur $ Fall $ Kosher $ Pastry $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ ,French $ German $ Jewish $ European $ ,3.5/4,3,Nut $ Dessert $ Bake $ Sukkot $ Rosh Hashanah/Yom Kippur $ Fall $ Kosher $ Pastry $ Vegetarian $ Pescatarian $ Peanut Free $ Soy Free $ French $ German $ Jewish $ European $ 
https://www.epicurious.com/recipes/food/views/monegasque-style-onions-12333,Monegasque-Style Onions ,"1/2 pound small white onions, blanched in boiling water for 30 seconds, plunged into a bowl of ice and cold water, and peeled $ 1/4 cup olive oil $ 1 tomato, peeled, seeded, and chopped fine $ 1/2 cup white-wine vinegar $ 1/3 cup dried currants $ 2 thyme sprigs $ 1 tablespoon finely chopped fresh parsley leaves $ about 2 cups water $ 1 garlic clove, minced and mashed to a paste with a pinch of salt $ 2 tablespoons sugar $ toast points as an accompaniment $ ",Onion $ Tomato $ Side $ Sauté $ Cocktail Party $ Vegetarian $ Bastille Day $ Vinegar $ Currant $ Chill $ Simmer $ Boil $ Gourmet $ ,French $ ,0/4,0,Onion $ Tomato $ Side $ Sauté $ Cocktail Party $ Vegetarian $ Bastille Day $ Vinegar $ Currant $ Chill $ Simmer $ Boil $ Gourmet $ French $ 
https://www.epicurious.com/recipes/food/views/braised-provencal-chicken-with-butternut-squash-and-white-beans-4811,Braised Provencal Chicken with Butternut Squash and White Beans ,"6 cups water $ 1 1/4 cups dried Great Northern beans $ 1/2 onion, cut into quarters $ 6 large bone-in chicken thighs with skin $ 2 tablespoons olive oil $ 2 teaspoons minced fresh oregano or 3/4 teaspoon dried $ 2 teaspoons minced fresh thyme or 3/4 teaspoon dried $ 1 teaspoon minced fresh rosemary or 1/2 teaspoon dried $ 1/2 cup dry white wine $ 2 1/2 teaspoons minced garlic $ 2 1/2 cups 1/3-inch pieces peeled butternut squash $ 1 14 1/2-ounce can diced tomatoes in juice $ 2 tablespoons minced fresh parsley $ ",Bean $ Chicken $ Herb $ Poultry $ Tomato $ Vegetable $ Braise $ Squash $ Butternut Squash $ Fall $ Bon Appétit $ ,French $ French Provençal $ ,3/4,33,Bean $ Chicken $ Herb $ Poultry $ Tomato $ Vegetable $ Braise $ Squash $ Butternut Squash $ Fall $ Bon Appétit $ French $ French Provençal $ 
https://www.epicurious.com/recipes/food/views/potato-salad-with-haricots-verts-roquefort-and-walnuts-1787,"Potato Salad with Haricots Verts, Roquefort and Walnuts ","2 pounds baby red-skinned potatoes, quartered $ 8 tablespoons Mustard Vinaigrette $ 2/3 cup crumbled Roquefort cheese $ 1/2 pound haricots verts, trimmed $ 1/3 cup walnuts, toasted, chopped $ ",Salad $ Potato $ Side $ Roast $ Vegetarian $ Lunch $ Blue Cheese $ Walnut $ Green Bean $ Bon Appétit $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ No Sugar Added $ Kosher $ ,French $ ,3.5/4,58,Salad $ Potato $ Side $ Roast $ Vegetarian $ Lunch $ Blue Cheese $ Walnut $ Green Bean $ Bon Appétit $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Soy Free $ No Sugar Added $ Kosher $ French $ 
https://www.epicurious.com/recipes/food/views/mustard-vinaigrette-1786,Mustard Vinaigrette ,1/4 cup Dijon mustard $ 3 tablespoons white wine vinegar $ 3/4 cup olive oil $ 2/3 cup chopped shallots $ 2 tablespoons chopped fresh rosemary $ 2 teaspoons chopped fresh sage $ ,Condiment/Spread $ Mustard $ No-Cook $ Salad Dressing $ Rosemary $ Sage $ Bon Appétit $ ,French $ ,3.5/4,14,Condiment/Spread $ Mustard $ No-Cook $ Salad Dressing $ Rosemary $ Sage $ Bon Appétit $ French $ 
https://www.epicurious.com/recipes/food/views/spring-lamb-stew-1795,Spring Lamb Stew ,"2 tablespoons (1/4 stick) butter $ 1 pound lamb stew meat $ 2 tablespoons all purpose flour $ 12 boiling onions, peeled $ 5 medium russet potatoes, peeled, quartered $ 2 large carrots, peeled, cut into 1-inch pieces $ 10 small bay leaves $ 2 teaspoons dried thyme $ 2 cups canned beef broth $ 1/2 cup chopped fresh parsley $ ",Soup/Stew $ Lamb $ Onion $ Potato $ Sauté $ Stew $ High Fiber $ Carrot $ Winter $ Healthy $ Bon Appétit $ ,French $ ,3.5/4,29,Soup/Stew $ Lamb $ Onion $ Potato $ Sauté $ Stew $ High Fiber $ Carrot $ Winter $ Healthy $ Bon Appétit $ French $ 
https://www.epicurious.com/recipes/food/views/chocolate-and-prune-marquise-with-armagnac-creme-anglaise-10764,Chocolate and Prune Marquise with Armagnac Crème Anglaise ,"1/2 pound pitted prunes, chopped fine (about 1 1/2 cups) $ 1/2 cup Armagnac $ 1 pound fine-quality bittersweet chocolate, chopped $ 1 stick (1/2 cup) unsalted butter, cut into pieces $ 1 1/2 teaspoons freshly grated orange zest $ 1 cup well-chilled heavy cream $ 2 cups Armagnac $ crème anglaise $ candied orange zest (recipe follows) for garnish $ 2 cups half-and-half $ 1 vanilla bean, split lengthwise $ 2 large eggs $ 1/2 cup sugar $ 2 tablespoons Armagnac, or to taste $ 2/3 cup julienne strips of fresh orange zest (removed with a zester) $ 2/3 cup Cointreau or other clear orange liqueur $ ",Milk/Cream $ Chocolate $ Egg $ Dessert $ Prune $ Cognac/Armagnac $ Triple Sec $ Chill $ Gourmet $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,French $ ,2.5/4,4,Milk/Cream $ Chocolate $ Egg $ Dessert $ Prune $ Cognac/Armagnac $ Triple Sec $ Chill $ Gourmet $ Vegetarian $ Pescatarian $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ French $ 
https://www.epicurious.com/recipes/food/views/basil-aioli-5233,Basil Aïoli ,3/4 cup mayonnaise $ 1/3 cup finely chopped fresh basil $ 1 tablespoon fresh lemon juice $ 1 1/2 teaspoons minced garlic $ 1 1/2 teaspoons grated lemon peel $ ,Condiment/Spread $ Sauce $ No-Cook $ Quick & Easy $ Mayonnaise $ Lemon $ Basil $ Spring $ Bon Appétit $ California $ ,French $ ,3.5/4,21,Condiment/Spread $ Sauce $ No-Cook $ Quick & Easy $ Mayonnaise $ Lemon $ Basil $ Spring $ Bon Appétit $ California $ French $ 
https://www.epicurious.com/recipes/food/views/piperade-with-ham-1796,Pipérade with Ham ,"3 large bell peppers $ 3 tablespoons olive oil $ 2 large onions, sliced $ 6 large garlic cloves, chopped $ 3 medium tomatoes, peeled, seeded, sliced $ 1/4 teaspoon cayenne pepper $ 10 large eggs $ 7 tablespoons butter $ 1/3 cup thinly sliced fresh basil $ 4 ounces thinly sliced jambon de Bayonne or prosciutto, cut crosswise into  strips $ Country-style bread slices toasted $ ",Egg $ Garlic $ Pepper $ Tomato $ Breakfast $ Brunch $ Sauté $ Basil $ Prosciutto $ Bon Appétit $ Peanut Free $ Tree Nut Free $ Soy Free $ ,French $ ,3/4,1,Egg $ Garlic $ Pepper $ Tomato $ Breakfast $ Brunch $ Sauté $ Basil $ Prosciutto $ Bon Appétit $ Peanut Free $ Tree Nut Free $ Soy Free $ French $ 
