link,name,ingredients,recipe_category,recipe_cuisine,rating,rating_count,keywords
https://www.epicurious.com/recipes/food/views/rice-with-lemongrass-and-green-onion-2066,Rice with Lemongrass and Green Onion ,"2 tablespoons vegetable oil $ 2/3 cup finely chopped onion $ 1/4 teaspoon turmeric $ 1 cup long-grain white rice $ 1 3/4 cups water $ 2 12-inch-long lemongrass stalks, cut into 2-inch-long pieces $ 1/2 teaspoon salt $ 1 large green onion, chopped $ ",Leafy Green $ Rice $ Side $ Vegetarian $ Quick & Easy $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Vegan $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ ,Asian $ Thai $ ,3/4,8,Leafy Green $ Rice $ Side $ Vegetarian $ Quick & Easy $ Bon Appétit $ Sugar Conscious $ Kidney Friendly $ Vegan $ Pescatarian $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ No Sugar Added $ Kosher $ Asian $ Thai $ 
https://www.epicurious.com/recipes/food/views/shrimp-and-broccolini-stir-fry-102565,Shrimp and Broccolini Stir-Fry ,"2 tablespoons vegetable oil $ 3/4 lb large shrimp (15), peeled and deveined $ 1 1/2 teaspoons grated peeled fresh ginger $ 1 teaspoon minced garlic $ 1 bunch Broccolini (8 oz), cut into 1/4-inch-thick diagonal slices $ 1/2 cup water $ 3 tablespoons hoisin sauce $ 3 tablespoons soy sauce $ 1/2 teaspoon dried hot red pepper flakes $ ",Shellfish $ Vegetable $ Fry $ Stir-Fry $ Shrimp $ Broccoli $ Gourmet $ ,Asian $ ,2.5/4,17,Shellfish $ Vegetable $ Fry $ Stir-Fry $ Shrimp $ Broccoli $ Gourmet $ Asian $ 
https://www.epicurious.com/recipes/food/views/lemon-barley-spring-rolls-13173,Lemon Barley Spring Rolls ,"3/4 cup pearl barley, rinsed well and drained $ 2 1/4 cups water $ 3 cups finely shredded red cabbage (about 1 pound) $ 1 1/2 teaspoons vegetable oil $ 1 tablespoon cider vinegar $ 1 cup finely shredded carrot $ 4 scallions, chopped fine $ 1 teaspoon freshly grated lemon zest $ 8 spring-roll wrappers (available at Asian markets, some specialty foods  shops, and many supermarkets) $ a paste made by stirring together 2 tablespoons all-purpose flour and 2 tablespoons water $ vegetable oil for deep frying $ ",Appetizer $ Fry $ Sauté $ Vegetarian $ Lemon $ Barley $ Cabbage $ Gourmet $ Sugar Conscious $ Vegan $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ ,Asian $ ,2.5/4,3,Appetizer $ Fry $ Sauté $ Vegetarian $ Lemon $ Barley $ Cabbage $ Gourmet $ Sugar Conscious $ Vegan $ Pescatarian $ Dairy Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Kosher $ Asian $ 
https://www.epicurious.com/recipes/food/views/standing-rib-roast-with-winter-vegetable-crust-102663,Standing Rib Roast with Winter-Vegetable Crust ,"1 large onion, peeled, quartered $ 1 large carrot, peeled, coarsely chopped $ 1 celery stalk, coarsely chopped $ 10 garlic cloves, peeled $ 1/4 cup olive oil $ 3 tablespoons all purpose flour $ 2 tablespoons chopped fresh rosemary $ 1 tablespoon salt $ 1 1/2 teaspoons ground black pepper $ 1 3/4-pound standing rib roast $ ",Food Processor $ Beef $ Vegetable $ Roast $ Wedding $ Meat $ Beef Rib $ Winter $ Anniversary $ Bon Appétit $ ,Asian $ ,4/4,21,Food Processor $ Beef $ Vegetable $ Roast $ Wedding $ Meat $ Beef Rib $ Winter $ Anniversary $ Bon Appétit $ Asian $ 
https://www.epicurious.com/recipes/food/views/roasted-asparagus-salad-with-tangerine-dressing-101393,Roasted Asparagus Salad with Tangerine Dressing ,"1 pound asparagus, trimmed $ 1 teaspoon olive oil (preferably extra-virgin) $ 2 large tangerines or small oranges $ 1/3 cup fresh tangerine juice or orange juice $ 2 teaspoons rice vinegar $ 1 1/2 teaspoons oriental sesame oil $ 1 1/2 teaspoons grated tangerine peel or orange peel $ 1 garlic clove, pressed $ 3/4 teaspoon minced peeled fresh ginger $ 2 tablespoons finely chopped green onion tops $ 2 tablespoons finely chopped dry-roasted peanuts $ ",Salad $ Fruit $ Vegetable $ Roast $ Low Fat $ Vegetarian $ Asparagus $ Spring $ Healthy $ Tangerine $ Bon Appétit $ ,Asian $ ,3.5/4,28,Salad $ Fruit $ Vegetable $ Roast $ Low Fat $ Vegetarian $ Asparagus $ Spring $ Healthy $ Tangerine $ Bon Appétit $ Asian $ 
https://www.epicurious.com/recipes/food/views/roast-salmon-with-thai-red-curry-and-bok-choy-101402,Roast Salmon with Thai Red Curry and Bok Choy ,"8 whole baby bok choy $ 2 teaspoons plus 2 tablespoons vegetable oil $ 1/2 teaspoon Thai red curry paste* $ 1 13 1/2- to 14-ounce can unsweetened coconut milk* $ 1/4 cup finely chopped fresh lemongrass or 1 tablespoon grated lemon peel $ 1 tablespoon brown sugar $ 2 1/2 tablespoons fresh lime juice $ 2 tablespoons fish sauce (nam pla*) $ 4 6-ounce salmon fillets $ *Thai red curry paste and fish sauce (nam pla) are both available at Asian markets and in the Asian foods section of some supermarkets nationwide. $ **Canned unsweetened coconut milk is available at Indian markets, Southeast Asian markets, Latin American markets and many supermarkets. $ ",Roast $ Salmon $ Curry $ Spring $ Bok Choy $ Bon Appétit $ ,Asian $ Thai $ ,3.5/4,122,Roast $ Salmon $ Curry $ Spring $ Bok Choy $ Bon Appétit $ Asian $ Thai $ 
https://www.epicurious.com/recipes/food/views/szechuan-steak-au-poivre-with-port-ginger-sauce-2107,Szechuan Steak au Poivre with Port-Ginger Sauce ,1 1/2 tablespoons Szechuan peppercorns $ 2 teaspoons drained green peppercorns in brine $ 2 6-ounce beef tenderloin steaks $ 1 teaspoon vegetable oil $ 1 cup ruby Port $ 1/4 cup minced shallots $ 1 1/2 tablespoons finely chopped fresh ginger $ 1 1/2 tablespoons butter $ ,Beef $ Ginger $ Dinner $ Beef Tenderloin $ Port $ Pan-Fry $ Bon Appétit $ ,Asian $ Chinese $ ,3.5/4,4,Beef $ Ginger $ Dinner $ Beef Tenderloin $ Port $ Pan-Fry $ Bon Appétit $ Asian $ Chinese $ 
https://www.epicurious.com/recipes/food/views/gingered-fish-and-watercress-soup-1604,Gingered Fish and Watercress Soup ,"1/2 ounce dried Chinese black mushrooms or dried shiitake mushrooms $ 1/2 cup hot water $ 1 1/2 teaspoons peanut oil $ 1 teaspoon oriental sesame oil $ 3 green onions, minced $ 2 large garlic cloves, minced $ 1 tablespoon plus 1 teaspoon minced, peeled fresh ginger $ 3 cups canned low-salt chicken broth $ 1/4 cup bottled clam juice $ 1 tablespoon dry Sherry $ 1 tablespoon soy sauce $ 1/2 pound catfish or other white-flesh fish fillets, cut into 3/4-inch cubes $ 3 large bunches watercress, trimmed $ ",Soup/Stew $ Fish $ Ginger $ Low Carb $ Low Fat $ Watercress $ Bon Appétit $ ,Asian $ ,3.5/4,10,Soup/Stew $ Fish $ Ginger $ Low Carb $ Low Fat $ Watercress $ Bon Appétit $ Asian $ 
https://www.epicurious.com/recipes/food/views/sauteed-curried-beef-and-broccoli-109564,Sauteed Curried Beef and Broccoli ,"1 pound broccoli, stems and heads cut into bite-size pieces $ 4 cups water $ 2 cups long-grain rice $ Coarse-grained salt $ 1 teaspoon roasted peanut oil $ 1 medium onion, very thinly sliced $ 1 pound flank steak, very thinly sliced across the grain $ 1 tablespoon minced garlic $ 1 tablespoon minced fresh ginger $ 2 tablespoons light or dark brown sugar $ 1 tablespoon curry powder $ 1/2 cup low-sodium chicken or beef broth or water $ 2 tablespoons low-sodium soy sauce $ ",Beef $ Ginger $ Onion $ Rice $ Sauté $ Quick & Easy $ Curry $ Broccoli $ Winter $ Soy Sauce $ ,Asian $ ,3/4,10,Beef $ Ginger $ Onion $ Rice $ Sauté $ Quick & Easy $ Curry $ Broccoli $ Winter $ Soy Sauce $ Asian $ 
https://www.epicurious.com/recipes/food/views/turnip-cake-law-bock-gow-100779,Turnip Cake (Law Bock Gow) ,"6 ounces Chinese bacon (lop yok), store bought or homemade $ 1 large Chinese white turnip, about 2 pounds $ 8 Chinese dried mushrooms $ 1/2 cup Chinese dried shrimp, about 1 1/4 ounces $ 2 teaspoons Shao Hsing rice cooking wine $ 1 teaspoon sugar $ 2 cups rice flour $ ",Cake $ Wine $ Wok $ Mushroom $ Pork $ Shellfish $ Vegetable $ Appetizer $ Brunch $ Side $ Fry $ Steam $ Lunar New Year $ Shrimp $ Root Vegetable $ Turnip $ Winter $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ ,Asian $ Chinese $ ,3.5/4,28,Cake $ Wine $ Wok $ Mushroom $ Pork $ Shellfish $ Vegetable $ Appetizer $ Brunch $ Side $ Fry $ Steam $ Lunar New Year $ Shrimp $ Root Vegetable $ Turnip $ Winter $ Dairy Free $ Wheat/Gluten-Free $ Peanut Free $ Tree Nut Free $ Soy Free $ Asian $ Chinese $ 
